.text section layout
  Starting        Virtual
  address  Size   address
  -----------------------
  00000000 000efc 800056e0  1 .text 	m_Do_main.o 
  00002e28 000004 803fab28  4 @5474 	d_kankyo.o 
  00002e2c 000004 803fab2c  4 @5475 	d_kankyo.o 
  00002e30 000004 803fab30  4 @5476 	d_kankyo.o 
  00002e34 000004 803fab34  4 @5477 	d_kankyo.o 
  00002e38 000004 803fab38  4 @5478 	d_kankyo.o 
  00002e3c 000004 803fab3c  4 @5479 	d_kankyo.o 
  00002e40 000004 803fab40  4 @5838 	d_kankyo.o 
  00002e44 000004 803fab44  4 @5839 	d_kankyo.o 
  00002e48 000004 803fab48  4 @5983 	d_kankyo.o 
  00002e4c 000004 803fab4c  4 @5984 	d_kankyo.o 
  00002e50 000004 803fab50  4 @5985 	d_kankyo.o 
  00002e54 000004 803fab54  4 @6116 	d_kankyo.o 
  00002e58 000004 803fab58  4 @6332 	d_kankyo.o 
  00002e5c 000004 803fab5c  4 @6333 	d_kankyo.o 
  00002e60 000004 803fab60  4 @6334 	d_kankyo.o 
  00002e64 000004 803fab64  4 @6335 	d_kankyo.o 
  00002e68 000004 803fab68  4 @6621 	d_kankyo.o 
  00002e6c 000004 803fab6c  4 @6694 	d_kankyo.o 
  00002e70 000004 803fab70  4 @6695 	d_kankyo.o 
  00002e74 000004 803fab74  4 @6696 	d_kankyo.o 
  00002e78 000004 803fab78  4 @6798 	d_kankyo.o 
  00002e7c 000004 803fab7c  4 @6815 	d_kankyo.o 
  00002e80 000004 803fab80  4 @6855 	d_kankyo.o 
  00002e84 000004 803fab84  4 @6906 	d_kankyo.o 
  00002e88 000004 803fab88  4 @7031 	d_kankyo.o 
  00002e8c 000004 803fab8c  4 @7032 	d_kankyo.o 
  00002e90 000004 803fab90  4 @7033 	d_kankyo.o 
  00002e94 000004 803fab94  4 @7034 	d_kankyo.o 
  00002e98 000004 803fab98  4 @7035 	d_kankyo.o 
  00002e9c 000004 803fab9c  4 @7036 	d_kankyo.o 
  00002ea0 000004 803faba0  4 @7249 	d_kankyo.o 
  00002ea4 000004 803faba4  4 @7250 	d_kankyo.o 
  00002ea8 000004 803faba8  4 @7300 	d_kankyo.o 
  00002eac 000004 803fabac  4 @7301 	d_kankyo.o 
  00002eb0 000004 803fabb0  4 @7302 	d_kankyo.o 
  00002eb4 000004 803fabb4  4 @7314 	d_kankyo.o 
  00002eb8 000004 803fabb8  4 @7315 	d_kankyo.o 
  00002ebc 000004 803fabbc  4 @7316 	d_kankyo.o 
  00002ec0 000004 803fabc0  4 @7419 	d_kankyo.o 
  00002ec8 000048 803fabc8  1 .sdata2 	d_kyeff.o 
  00002ec8 000004 803fabc8  4 @4102 	d_kyeff.o 
  00002ecc 000004 803fabcc  4 @4103 	d_kyeff.o 
  00002ed0 000008 803fabd0  8 @4110 	d_kyeff.o 
  00002ed8 000004 803fabd8  4 @4150 	d_kyeff.o 
  00002edc 000004 803fabdc  4 @4151 	d_kyeff.o 
  00002ee0 000004 803fabe0  4 @4152 	d_kyeff.o 
  00002ee4 000004 803fabe4  4 @4153 	d_kyeff.o 
  00002ee8 000004 803fabe8  4 @4154 	d_kyeff.o 
  00002eec 000004 803fabec  4 @4155 	d_kyeff.o 
  00002ef0 000004 803fabf0  4 @4156 	d_kyeff.o 
  00002ef4 000004 803fabf4  4 @4157 	d_kyeff.o 
  00002ef8 000004 803fabf8  4 @4158 	d_kyeff.o 
  00002efc 000004 803fabfc  4 @4159 	d_kyeff.o 
  00002f00 000004 803fac00  4 @4160 	d_kyeff.o 
  00002f08 000008 803fac08  8 @4162 	d_kyeff.o 
  00002f10 000050 803fac10  1 .sdata2 	d_ky_thunder.o 
  00002f10 000004 803fac10  4 @4210 	d_ky_thunder.o 
  00002f14 000004 803fac14  4 @4211 	d_ky_thunder.o 
  00002f18 000004 803fac18  4 @4212 	d_ky_thunder.o 
  00002f1c 000004 803fac1c  4 @4227 	d_ky_thunder.o 
  00002f20 000004 803fac20  4 @4228 	d_ky_thunder.o 
  00002f24 000004 803fac24  4 @4383 	d_ky_thunder.o 
  00002f28 000004 803fac28  4 @4384 	d_ky_thunder.o 
  00002f2c 000004 803fac2c  4 @4385 	d_ky_thunder.o 
  00002f30 000004 803fac30  4 @4386 	d_ky_thunder.o 
  00002f34 000004 803fac34  4 @4387 	d_ky_thunder.o 
  00002f38 000004 803fac38  4 @4388 	d_ky_thunder.o 
  00002f40 000008 803fac40  8 @4389 	d_ky_thunder.o 
  00002f48 000004 803fac48  4 @4390 	d_ky_thunder.o 
  00002f4c 000004 803fac4c  4 @4391 	d_ky_thunder.o 
  00002f50 000008 803fac50  8 @4392 	d_ky_thunder.o 
  00002f58 000004 803fac58  4 @4393 	d_ky_thunder.o 
  00002f5c 000004 803fac5c  4 @4394 	d_ky_thunder.o 
  00002f60 000008 803fac60  1 .sdata2 	d_level_se.o 
  00002f60 000004 803fac60  4 @4029 	d_level_se.o 
  00002f64 000004 803fac64  4 @4030 	d_level_se.o 
  00002f68 000108 803fac68  1 .sdata2 	d_menu_cloth.o 
  00002f68 000004 803fac68  4 @4005 	d_menu_cloth.o 
  00002f6c 000004 803fac6c  4 @4006 	d_menu_cloth.o 
  00002f70 000004 803fac70  4 @4007 	d_menu_cloth.o 
  00002f74 000004 803fac74  4 @4008 	d_menu_cloth.o 
  00002f78 000004 803fac78  4 @4009 	d_menu_cloth.o 
  00002f7c 000004 803fac7c  4 @4010 	d_menu_cloth.o 
  00002f80 000004 803fac80  4 @4011 	d_menu_cloth.o 
  00002f84 000004 803fac84  4 @4012 	d_menu_cloth.o 
  00002f88 000004 803fac88  4 @4013 	d_menu_cloth.o 
  00002f8c 000004 803fac8c  4 @4014 	d_menu_cloth.o 
  00002f90 000004 803fac90  4 @4015 	d_menu_cloth.o 
  00002f94 000004 803fac94  4 @4016 	d_menu_cloth.o 
  00002f98 000004 803fac98  4 @4017 	d_menu_cloth.o 
  00002f9c 000004 803fac9c  4 @4018 	d_menu_cloth.o 
  00002fa0 000004 803faca0  4 @4040 	d_menu_cloth.o 
  00002fa4 000004 803faca4  4 @4077 	d_menu_cloth.o 
  00002fa8 000004 803faca8  4 @4078 	d_menu_cloth.o 
  00002fac 000004 803facac  4 @4201 	d_menu_cloth.o 
  00002fb0 000004 803facb0  4 @4202 	d_menu_cloth.o 
  00002fb4 000004 803facb4  4 @4203 	d_menu_cloth.o 
  00002fb8 000004 803facb8  4 @4204 	d_menu_cloth.o 
  00002fbc 000004 803facbc  4 @4205 	d_menu_cloth.o 
  00002fc0 000004 803facc0  4 @4206 	d_menu_cloth.o 
  00002fc4 000004 803facc4  4 @4207 	d_menu_cloth.o 
  00002fc8 000004 803facc8  4 @4208 	d_menu_cloth.o 
  00002fcc 000004 803faccc  4 @4209 	d_menu_cloth.o 
  00002fd0 000004 803facd0  4 @4210 	d_menu_cloth.o 
  00002fd4 000004 803facd4  4 @4211 	d_menu_cloth.o 
  00002fd8 000004 803facd8  4 @4212 	d_menu_cloth.o 
  00002fdc 000004 803facdc  4 @4213 	d_menu_cloth.o 
  00002fe0 000008 803face0  8 @4215 	d_menu_cloth.o 
  00002fe8 000004 803face8  4 @4261 	d_menu_cloth.o 
  00002fec 000004 803facec  4 @4277 	d_menu_cloth.o 
  00002ff0 000004 803facf0  4 @4278 	d_menu_cloth.o 
  00002ff4 000004 803facf4  4 @4451 	d_menu_cloth.o 
  00002ff8 000004 803facf8  4 @4530 	d_menu_cloth.o 
  00002ffc 000004 803facfc  4 @4656 	d_menu_cloth.o 
  00003000 000004 803fad00  4 @4660 	d_menu_cloth.o 
  00003004 000004 803fad04  4 @4663 	d_menu_cloth.o 
  00003008 000004 803fad08  4 @4793 	d_menu_cloth.o 
  0000300c 000004 803fad0c  4 @4794 	d_menu_cloth.o 
  00003010 000004 803fad10  4 @4795 	d_menu_cloth.o 
  00003014 000004 803fad14  4 @4796 	d_menu_cloth.o 
  00003018 000004 803fad18  4 @4797 	d_menu_cloth.o 
  0000301c 000004 803fad1c  4 @4798 	d_menu_cloth.o 
  00003020 000008 803fad20  8 @4804 	d_menu_cloth.o 
  00003028 000004 803fad28  4 @4955 	d_menu_cloth.o 
  0000302c 000004 803fad2c  4 @5091 	d_menu_cloth.o 
  00003030 000004 803fad30  4 @5092 	d_menu_cloth.o 
  00003034 000004 803fad34  4 @5093 	d_menu_cloth.o 
  00003038 0000a6 803fad38  1 .sdata2 	d_menu_collect.o 
  00003038 000004 803fad38  4 @4054 	d_menu_collect.o 
  0000303c 000004 803fad3c  4 @4287 	d_menu_collect.o 
  00003040 000004 803fad40  4 @4288 	d_menu_collect.o 
  00003048 000008 803fad48  8 @4290 	d_menu_collect.o 
  00003050 000004 803fad50  4 @4440 	d_menu_collect.o 
  00003058 000008 803fad58  8 @4443 	d_menu_collect.o 
  00003060 000004 803fad60  4 @5050 	d_menu_collect.o 
  00003064 000004 803fad64  4 @5051 	d_menu_collect.o 
  00003068 000004 803fad68  4 @5148 	d_menu_collect.o 
  0000306c 000004 803fad6c  4 @5149 	d_menu_collect.o 
  00003070 000004 803fad70  4 @5150 	d_menu_collect.o 
  00003074 000004 803fad74  4 @5151 	d_menu_collect.o 
  00003078 000004 803fad78  4 @5152 	d_menu_collect.o 
  0000307c 000004 803fad7c  4 @5177 	d_menu_collect.o 
  00003080 000004 803fad80  4 @5178 	d_menu_collect.o 
  00003084 000004 803fad84  4 @5179 	d_menu_collect.o 
  00003088 000004 803fad88  4 @5180 	d_menu_collect.o 
  0000308c 000004 803fad8c  4 @5339 	d_menu_collect.o 
  00003090 000004 803fad90  4 @5351 	d_menu_collect.o 
  00003094 000004 803fad94  4 @5363 	d_menu_collect.o 
  00003098 000006 803fad98  4 melody$5367 	d_menu_collect.o 
  000030a0 000008 803fada0  4 triforce$5368 	d_menu_collect.o 
  000030a8 000003 803fada8  4 symbol$5369 	d_menu_collect.o 
  000030ac 000005 803fadac  4 collect$5370 	d_menu_collect.o 
  000030b4 000004 803fadb4  4 @5660 	d_menu_collect.o 
  000030b8 000004 803fadb8  4 @5911 	d_menu_collect.o 
  000030bc 000004 803fadbc  4 @5912 	d_menu_collect.o 
  000030c0 000004 803fadc0  4 @5913 	d_menu_collect.o 
  000030c4 000004 803fadc4  4 @6282 	d_menu_collect.o 
  000030c8 000004 803fadc8  4 @6283 	d_menu_collect.o 
  000030cc 000004 803fadcc  4 @6788 	d_menu_collect.o 
  000030d0 000004 803fadd0  4 @7299 	d_menu_collect.o 
  000030d4 000004 803fadd4  4 @7616 	d_menu_collect.o 
  000030d8 000006 803fadd8  4 @8592 	d_menu_collect.o 
  000030e0 00007c 803fade0  1 .sdata2 	d_menu_dmap.o 
  000030e0 000004 803fade0  4 @4382 	d_menu_dmap.o 
  000030e4 000004 803fade4  4 @4383 	d_menu_dmap.o 
  000030e8 000004 803fade8  4 @4515 	d_menu_dmap.o 
  000030ec 000004 803fadec  4 @4516 	d_menu_dmap.o 
  000030f0 000004 803fadf0  4 @4517 	d_menu_dmap.o 
  000030f4 000004 803fadf4  4 @4518 	d_menu_dmap.o 
  000030f8 000004 803fadf8  4 @4519 	d_menu_dmap.o 
  000030fc 000004 803fadfc  4 @4520 	d_menu_dmap.o 
  00003100 000004 803fae00  4 @4521 	d_menu_dmap.o 
  00003108 000008 803fae08  8 @4523 	d_menu_dmap.o 
  00003110 000004 803fae10  4 @5038 	d_menu_dmap.o 
  00003118 000008 803fae18  8 @5151 	d_menu_dmap.o 
  00003120 000004 803fae20  4 @5258 	d_menu_dmap.o 
  00003124 000004 803fae24  4 @5259 	d_menu_dmap.o 
  00003128 000004 803fae28  4 @5358 	d_menu_dmap.o 
  0000312c 000004 803fae2c  4 @5359 	d_menu_dmap.o 
  00003130 000004 803fae30  4 @5360 	d_menu_dmap.o 
  00003134 000004 803fae34  4 @5361 	d_menu_dmap.o 
  00003138 000004 803fae38  4 @5362 	d_menu_dmap.o 
  0000313c 000004 803fae3c  4 @5387 	d_menu_dmap.o 
  00003140 000004 803fae40  4 @5388 	d_menu_dmap.o 
  00003144 000004 803fae44  4 @5389 	d_menu_dmap.o 
  00003148 000004 803fae48  4 @5390 	d_menu_dmap.o 
  0000314c 000004 803fae4c  4 @5563 	d_menu_dmap.o 
  00003150 000004 803fae50  4 @6120 	d_menu_dmap.o 
  00003154 000004 803fae54  4 @6221 	d_menu_dmap.o 
  00003158 0000d0 803fae58  1 .sdata2 	d_menu_fmap.o 
  00003158 000004 803fae58  4 @4189 	d_menu_fmap.o 
  0000315c 000004 803fae5c  4 @4190 	d_menu_fmap.o 
  00003160 000004 803fae60  4 @4191 	d_menu_fmap.o 
  00003164 000004 803fae64  4 @4192 	d_menu_fmap.o 
  00003168 000004 803fae68  4 @4193 	d_menu_fmap.o 
  0000316c 000004 803fae6c  4 @4194 	d_menu_fmap.o 
  00003170 000004 803fae70  4 @4195 	d_menu_fmap.o 
  00003174 000004 803fae74  4 @4196 	d_menu_fmap.o 
  00003178 000004 803fae78  4 @4197 	d_menu_fmap.o 
  0000317c 000004 803fae7c  4 @4198 	d_menu_fmap.o 
  00003180 000004 803fae80  4 @4199 	d_menu_fmap.o 
  00003184 000004 803fae84  4 @4200 	d_menu_fmap.o 
  00003188 000004 803fae88  4 @4201 	d_menu_fmap.o 
  0000318c 000004 803fae8c  4 @4202 	d_menu_fmap.o 
  00003190 000004 803fae90  4 @4203 	d_menu_fmap.o 
  00003194 000004 803fae94  4 @4204 	d_menu_fmap.o 
  00003198 000004 803fae98  4 @4256 	d_menu_fmap.o 
  0000319c 000004 803fae9c  4 @4257 	d_menu_fmap.o 
  000031a0 000004 803faea0  4 @4258 	d_menu_fmap.o 
  000031a4 000004 803faea4  4 @4259 	d_menu_fmap.o 
  000031a8 000004 803faea8  4 @4260 	d_menu_fmap.o 
  000031ac 000004 803faeac  4 @4271 	d_menu_fmap.o 
  000031b0 000004 803faeb0  4 @4272 	d_menu_fmap.o 
  000031b4 000004 803faeb4  4 @4441 	d_menu_fmap.o 
  000031b8 000004 803faeb8  4 @4606 	d_menu_fmap.o 
  000031bc 000004 803faebc  4 @4607 	d_menu_fmap.o 
  000031c0 000008 803faec0  8 @4609 	d_menu_fmap.o 
  000031c8 000004 803faec8  4 @4718 	d_menu_fmap.o 
  000031cc 000004 803faecc  4 @4719 	d_menu_fmap.o 
  000031d0 000004 803faed0  4 @4895 	d_menu_fmap.o 
  000031d8 000008 803faed8  8 @5228 	d_menu_fmap.o 
  000031e0 000008 803faee0  8 @5261 	d_menu_fmap.o 
  000031e8 000004 803faee8  4 @5417 	d_menu_fmap.o 
  000031ec 000004 803faeec  4 @5712 	d_menu_fmap.o 
  000031f0 000004 803faef0  4 @5944 	d_menu_fmap.o 
  000031f4 000004 803faef4  4 @5945 	d_menu_fmap.o 
  000031f8 000004 803faef8  4 @5946 	d_menu_fmap.o 
  000031fc 000004 803faefc  4 @6809 	d_menu_fmap.o 
  00003200 000004 803faf00  4 @6810 	d_menu_fmap.o 
  00003204 000004 803faf04  4 @6811 	d_menu_fmap.o 
  00003208 000004 803faf08  4 @6812 	d_menu_fmap.o 
  0000320c 000004 803faf0c  4 @6896 	d_menu_fmap.o 
  00003210 000004 803faf10  4 @6989 	d_menu_fmap.o 
  00003214 000004 803faf14  4 @7364 	d_menu_fmap.o 
  00003218 000004 803faf18  4 @7692 	d_menu_fmap.o 
  0000321c 000004 803faf1c  4 @7868 	d_menu_fmap.o 
  00003220 000008 803faf20  8 @7962 	d_menu_fmap.o 
  00003228 00008c 803faf28  1 .sdata2 	d_menu_fmap2.o 
  00003228 000004 803faf28  4 @4112 	d_menu_fmap2.o 
  0000322c 000004 803faf2c  4 @4113 	d_menu_fmap2.o 
  00003230 000004 803faf30  4 @4114 	d_menu_fmap2.o 
  00003234 000004 803faf34  4 @4115 	d_menu_fmap2.o 
  00003238 000004 803faf38  4 @4116 	d_menu_fmap2.o 
  0000323c 000004 803faf3c  4 @4117 	d_menu_fmap2.o 
  00003240 000004 803faf40  4 @4118 	d_menu_fmap2.o 
  00003244 000004 803faf44  4 @4119 	d_menu_fmap2.o 
  00003248 000004 803faf48  4 @4120 	d_menu_fmap2.o 
  0000324c 000004 803faf4c  4 @4183 	d_menu_fmap2.o 
  00003250 000004 803faf50  4 @4184 	d_menu_fmap2.o 
  00003254 000004 803faf54  4 @4185 	d_menu_fmap2.o 
  00003258 000004 803faf58  4 @4403 	d_menu_fmap2.o 
  0000325c 000004 803faf5c  4 @4404 	d_menu_fmap2.o 
  00003260 000008 803faf60  8 @4406 	d_menu_fmap2.o 
  00003268 000004 803faf68  4 @4467 	d_menu_fmap2.o 
  0000326c 000004 803faf6c  4 @4468 	d_menu_fmap2.o 
  00003270 000004 803faf70  4 @4713 	d_menu_fmap2.o 
  00003274 000004 803faf74  4 @5194 	d_menu_fmap2.o 
  00003278 000004 803faf78  4 @5195 	d_menu_fmap2.o 
  00003280 000008 803faf80  8 @5260 	d_menu_fmap2.o 
  00003288 000004 803faf88  4 @5715 	d_menu_fmap2.o 
  0000328c 000004 803faf8c  4 @6402 	d_menu_fmap2.o 
  00003290 000004 803faf90  4 @6446 	d_menu_fmap2.o 
  00003294 000004 803faf94  4 @6447 	d_menu_fmap2.o 
  00003298 000004 803faf98  4 @6448 	d_menu_fmap2.o 
  0000329c 000004 803faf9c  4 @6592 	d_menu_fmap2.o 
  000032a0 000004 803fafa0  4 @6593 	d_menu_fmap2.o 
  000032a4 000004 803fafa4  4 @6627 	d_menu_fmap2.o 
  000032a8 000004 803fafa8  4 @6628 	d_menu_fmap2.o 
  000032ac 000004 803fafac  4 @6703 	d_menu_fmap2.o 
  000032b0 000004 803fafb0  4 @6704 	d_menu_fmap2.o 
  000032b8 00005c 803fafb8  1 .sdata2 	d_menu_item.o 
  000032b8 000004 803fafb8  4 @4058 	d_menu_item.o 
  000032bc 000004 803fafbc  4 @4323 	d_menu_item.o 
  000032c0 000004 803fafc0  4 @4324 	d_menu_item.o 
  000032c4 000004 803fafc4  4 @4392 	d_menu_item.o 
  000032c8 000004 803fafc8  4 @4393 	d_menu_item.o 
  000032d0 000008 803fafd0  8 @4395 	d_menu_item.o 
  000032d8 000004 803fafd8  4 @4448 	d_menu_item.o 
  000032dc 000004 803fafdc  4 @6598 	d_menu_item.o 
  000032e0 000008 803fafe0  8 @6837 	d_menu_item.o 
  000032e8 000004 803fafe8  4 @6978 	d_menu_item.o 
  000032ec 000004 803fafec  4 @7631 	d_menu_item.o 
  000032f0 000004 803faff0  4 @7632 	d_menu_item.o 
  000032f4 000004 803faff4  4 @7818 	d_menu_item.o 
  000032f8 000004 803faff8  4 @7819 	d_menu_item.o 
  000032fc 000004 803faffc  4 @8013 	d_menu_item.o 
  00003300 000004 803fb000  4 @8014 	d_menu_item.o 
  00003304 000004 803fb004  4 @8150 	d_menu_item.o 
  00003308 000004 803fb008  4 @8151 	d_menu_item.o 
  0000330c 000004 803fb00c  4 @8152 	d_menu_item.o 
  00003310 000004 803fb010  4 @9797 	d_menu_item.o 
  00003318 000060 803fb018  1 .sdata2 	d_menu_option.o 
  00003318 000004 803fb018  4 @4105 	d_menu_option.o 
  0000331c 000004 803fb01c  4 @4106 	d_menu_option.o 
  00003320 000004 803fb020  4 @4107 	d_menu_option.o 
  00003324 000004 803fb024  4 @4122 	d_menu_option.o 
  00003328 000004 803fb028  4 @4123 	d_menu_option.o 
  00003330 000008 803fb030  8 @4125 	d_menu_option.o 
  00003338 000004 803fb038  4 @4151 	d_menu_option.o 
  0000333c 000004 803fb03c  4 @4152 	d_menu_option.o 
  00003340 000004 803fb040  4 @4153 	d_menu_option.o 
  00003344 000004 803fb044  4 @4154 	d_menu_option.o 
  00003348 000004 803fb048  4 @4189 	d_menu_option.o 
  0000334c 000004 803fb04c  4 @4220 	d_menu_option.o 
  00003350 000004 803fb050  4 @4270 	d_menu_option.o 
  00003354 000004 803fb054  4 @4330 	d_menu_option.o 
  00003358 000004 803fb058  4 @4331 	d_menu_option.o 
  00003360 000008 803fb060  8 @4542 	d_menu_option.o 
  00003368 000004 803fb068  4 @4642 	d_menu_option.o 
  0000336c 000004 803fb06c  4 @4723 	d_menu_option.o 
  00003370 000004 803fb070  4 @4724 	d_menu_option.o 
  00003374 000004 803fb074  4 @4725 	d_menu_option.o 
  00003378 000058 803fb078  1 .sdata2 	d_menu_save.o 
  00003378 000004 803fb078  4 @4059 	d_menu_save.o 
  0000337c 000004 803fb07c  4 @4060 	d_menu_save.o 
  00003380 000004 803fb080  4 @4061 	d_menu_save.o 
  00003384 000004 803fb084  4 @4062 	d_menu_save.o 
  00003388 000004 803fb088  4 @4063 	d_menu_save.o 
  0000338c 000004 803fb08c  4 @4158 	d_menu_save.o 
  00003390 000004 803fb090  4 @4159 	d_menu_save.o 
  00003394 000004 803fb094  4 @4160 	d_menu_save.o 
  00003398 000008 803fb098  8 @4162 	d_menu_save.o 
  000033a0 000004 803fb0a0  4 @4281 	d_menu_save.o 
  000033a4 000004 803fb0a4  4 @4282 	d_menu_save.o 
  000033a8 000004 803fb0a8  4 @4347 	d_menu_save.o 
  000033ac 000004 803fb0ac  4 @4348 	d_menu_save.o 
  000033b0 000004 803fb0b0  4 @4349 	d_menu_save.o 
  000033b4 000004 803fb0b4  4 @4350 	d_menu_save.o 
  000033b8 000004 803fb0b8  4 @4351 	d_menu_save.o 
  000033bc 000004 803fb0bc  4 @4352 	d_menu_save.o 
  000033c0 000004 803fb0c0  4 @4353 	d_menu_save.o 
  000033c4 000004 803fb0c4  4 @5166 	d_menu_save.o 
  000033c8 000008 803fb0c8  8 @5168 	d_menu_save.o 
  000033d0 000024 803fb0d0  1 .sdata2 	d_menu_window.o 
  000033d0 000004 803fb0d0  4 @4299 	d_menu_window.o 
  000033d4 000004 803fb0d4  4 @4300 	d_menu_window.o 
  000033d8 000004 803fb0d8  4 @4301 	d_menu_window.o 
  000033dc 000004 803fb0dc  4 @4317 	d_menu_window.o 
  000033e0 000004 803fb0e0  4 @4318 	d_menu_window.o 
  000033e4 000004 803fb0e4  4 @7759 	d_menu_window.o 
  000033e8 000084 803fb0e8  1 .sdata2 	d_mesg.o 
  000033e8 000004 803fb0e8  4 @4035 	d_mesg.o 
  000033f0 000008 803fb0f0  8 @4147 	d_mesg.o 
  000033f8 000004 803fb0f8  4 @4324 	d_mesg.o 
  000033fc 000004 803fb0fc  4 @4585 	d_mesg.o 
  00003400 000004 803fb100  4 @5168 	d_mesg.o 
  00003404 000004 803fb104  4 @5221 	d_mesg.o 
  00003408 000004 803fb108  4 @5222 	d_mesg.o 
  0000340c 000004 803fb10c  4 @5223 	d_mesg.o 
  00003410 000008 803fb110  8 @5225 	d_mesg.o 
  00003418 000004 803fb118  4 @5289 	d_mesg.o 
  0000341c 000004 803fb11c  4 @5290 	d_mesg.o 
  00003420 000004 803fb120  4 @5323 	d_mesg.o 
  00003424 000004 803fb124  4 @5324 	d_mesg.o 
  00003428 000004 803fb128  4 @5346 	d_mesg.o 
  0000342c 000004 803fb12c  4 @5357 	d_mesg.o 
  00003430 000004 803fb130  4 @5358 	d_mesg.o 
  00003434 000004 803fb134  4 @5359 	d_mesg.o 
  00003438 000004 803fb138  4 @5360 	d_mesg.o 
  0000343c 000004 803fb13c  4 @5361 	d_mesg.o 
  00003440 000004 803fb140  4 @5362 	d_mesg.o 
  00003444 000004 803fb144  4 @5475 	d_mesg.o 
  00003448 000004 803fb148  4 @5476 	d_mesg.o 
  0000344c 000004 803fb14c  4 @5477 	d_mesg.o 
  00003450 000004 803fb150  4 @5629 	d_mesg.o 
  00003454 000004 803fb154  4 @5669 	d_mesg.o 
  00003458 000004 803fb158  4 @5670 	d_mesg.o 
  0000345c 000004 803fb15c  4 cc_r$5691 	d_mesg.o 
  00003460 000004 803fb160  4 cc_g$5692 	d_mesg.o 
  00003464 000004 803fb164  4 cc_b$5693 	d_mesg.o 
  00003468 000004 803fb168  4 @6382 	d_mesg.o 
  00003470 000088 803fb170  1 .sdata2 	d_message.o 
  00003470 000004 803fb170  4 @4069 	d_message.o 
  00003474 000004 803fb174  4 @4125 	d_message.o 
  00003478 000004 803fb178  4 @4262 	d_message.o 
  00003480 000008 803fb180  8 @4264 	d_message.o 
  00003488 000004 803fb188  4 @4281 	d_message.o 
  0000348c 000004 803fb18c  4 @4298 	d_message.o 
  00003490 000004 803fb190  4 @4321 	d_message.o 
  00003494 000004 803fb194  4 @4326 	d_message.o 
  00003498 000004 803fb198  4 @4328 	d_message.o 
  0000349c 000004 803fb19c  4 @4346 	d_message.o 
  000034a0 000008 803fb1a0  8 @4348 	d_message.o 
  000034a8 000004 803fb1a8  4 @4453 	d_message.o 
  000034b0 000008 803fb1b0  8 @4490 	d_message.o 
  000034b8 000008 803fb1b8  8 @4491 	d_message.o 
  000034c0 000004 803fb1c0  4 @4498 	d_message.o 
  000034c4 000004 803fb1c4  4 @4499 	d_message.o 
  000034c8 000004 803fb1c8  4 @4500 	d_message.o 
  000034cc 000004 803fb1cc  4 @4673 	d_message.o 
  000034d0 000004 803fb1d0  4 @4674 	d_message.o 
  000034d4 000004 803fb1d4  4 @4837 	d_message.o 
  000034d8 000004 803fb1d8  4 @4930 	d_message.o 
  000034dc 000004 803fb1dc  4 @4931 	d_message.o 
  000034e0 000004 803fb1e0  4 @4932 	d_message.o 
  000034e4 000004 803fb1e4  4 @4933 	d_message.o 
  000034e8 000004 803fb1e8  4 @4961 	d_message.o 
  000034ec 000004 803fb1ec  4 @4962 	d_message.o 
  000034f0 000004 803fb1f0  4 @5399 	d_message.o 
  000034f4 000004 803fb1f4  4 @5400 	d_message.o 
  000034f8 00005c 803fb1f8  1 .sdata2 	d_message_paper.o 
  000034f8 000004 803fb1f8  4 @4087 	d_message_paper.o 
  000034fc 000004 803fb1fc  4 @4126 	d_message_paper.o 
  00003500 000004 803fb200  4 @4416 	d_message_paper.o 
  00003504 000004 803fb204  4 @4417 	d_message_paper.o 
  00003508 000008 803fb208  8 @4419 	d_message_paper.o 
  00003510 000004 803fb210  4 @4436 	d_message_paper.o 
  00003514 000004 803fb214  4 @4453 	d_message_paper.o 
  00003518 000004 803fb218  4 @4489 	d_message_paper.o 
  00003520 000008 803fb220  8 @4491 	d_message_paper.o 
  00003528 000008 803fb228  8 @4635 	d_message_paper.o 
  00003530 000008 803fb230  8 @4636 	d_message_paper.o 
  00003538 000004 803fb238  4 @4643 	d_message_paper.o 
  0000353c 000004 803fb23c  4 @4644 	d_message_paper.o 
  00003540 000004 803fb240  4 @4645 	d_message_paper.o 
  00003544 000004 803fb244  4 @4815 	d_message_paper.o 
  00003548 000004 803fb248  4 @4975 	d_message_paper.o 
  0000354c 000004 803fb24c  4 @5470 	d_message_paper.o 
  00003550 000004 803fb250  4 @5471 	d_message_paper.o 
  00003558 00018c 803fb258  1 .sdata2 	d_meter.o 
  00003558 000004 803fb258  4 @4488 	d_meter.o 
  0000355c 000004 803fb25c  4 @4528 	d_meter.o 
  00003560 000004 803fb260  4 @4612 	d_meter.o 
